point_id,lat,lon,mode,duration_min,status,legs,n_journeys,queried_at
134,51.377824,-0.155893,cycle,86,ok,cycle,1,2026-03-16T09:11:17.017409
134,51.377824,-0.155893,transit,70,ok,walking -> national-rail -> walking,3,2026-03-16T09:11:21.319697
135,51.377824,-0.153003,cycle,88,ok,cycle,1,2026-03-16T09:11:27.239729
135,51.377824,-0.153003,transit,77,ok,walking -> national-rail -> walking,3,2026-03-16T09:11:33.010073
136,51.377824,-0.150114,cycle,88,ok,cycle,1,2026-03-16T09:11:39.328349
136,51.377824,-0.150114,transit,77,ok,walking -> national-rail -> walking,3,2026-03-16T09:11:44.305613
137,51.377824,-0.147225,cycle,90,ok,cycle,1,2026-03-16T09:11:51.323541
137,51.377824,-0.147225,transit,78,ok,walking -> national-rail -> walking,3,2026-03-16T09:11:55.100977
138,51.377824,-0.144336,cycle,,http_500,,,2026-03-16T09:13:14.301953
138,51.377824,-0.144336,transit,79,ok,walking -> national-rail -> walking,3,2026-03-16T09:13:18.298678
139,51.377824,-0.141446,cycle,,http_500,,,2026-03-16T09:14:36.983341
139,51.377824,-0.141446,transit,84,ok,walking -> national-rail -> walking,3,2026-03-16T09:14:41.031957
140,51.377824,-0.138557,cycle,93,ok,cycle,1,2026-03-16T09:14:49.138085
140,51.377824,-0.138557,transit,84,ok,walking -> national-rail -> walking,3,2026-03-16T09:14:54.270469
141,51.377824,-0.135668,cycle,,http_503,,,2026-03-16T09:15:57.345908
141,51.377824,-0.135668,transit,90,ok,walking -> national-rail -> bus -> walking,3,2026-03-16T09:16:02.093964
142,51.377824,-0.132779,cycle,88,ok,cycle,1,2026-03-16T09:16:07.284342
142,51.377824,-0.132779,transit,90,ok,walking -> national-rail -> bus -> walking,3,2026-03-16T09:16:11.951309
143,51.377824,-0.129889,cycle,88,ok,cycle,1,2026-03-16T09:16:17.695830
143,51.377824,-0.129889,transit,92,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:16:22.442216
144,51.377824,-0.127,cycle,90,ok,cycle,1,2026-03-16T09:16:27.870411
144,51.377824,-0.127,transit,82,ok,walking -> national-rail -> bus -> walking,3,2026-03-16T09:16:32.881244
145,51.377824,-0.124111,cycle,90,ok,cycle,1,2026-03-16T09:16:39.180195
145,51.377824,-0.124111,transit,83,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:16:44.192480
146,51.377824,-0.121221,cycle,92,ok,cycle,1,2026-03-16T09:16:50.037054
146,51.377824,-0.121221,transit,83,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:16:54.857423
147,51.377824,-0.118332,cycle,84,ok,cycle,1,2026-03-16T09:17:00.673536
147,51.377824,-0.118332,transit,77,ok,walking -> bus -> tube -> tube -> national-rail -> walking -> tram -> walking,3,2026-03-16T09:17:06.047626
148,51.377824,-0.115443,cycle,83,ok,cycle,1,2026-03-16T09:17:11.597459
148,51.377824,-0.115443,transit,82,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:17:16.186941
149,51.377824,-0.112554,cycle,84,ok,cycle,1,2026-03-16T09:17:22.505962
149,51.377824,-0.112554,transit,83,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:17:27.865491
150,51.377824,-0.109664,cycle,82,ok,cycle,1,2026-03-16T09:17:34.090221
150,51.377824,-0.109664,transit,76,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:17:39.301901
151,51.377824,-0.106775,cycle,82,ok,cycle,1,2026-03-16T09:17:45.946428
151,51.377824,-0.106775,transit,71,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:17:50.738244
152,51.377824,-0.103886,cycle,81,ok,cycle,1,2026-03-16T09:17:56.971615
152,51.377824,-0.103886,transit,69,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:18:01.847808
153,51.377824,-0.100997,cycle,81,ok,cycle,1,2026-03-16T09:18:07.037358
153,51.377824,-0.100997,transit,70,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:18:13.284215
154,51.377824,-0.098107,cycle,82,ok,cycle,1,2026-03-16T09:18:19.999954
154,51.377824,-0.098107,transit,71,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:18:24.260389
155,51.377824,-0.095218,cycle,81,ok,cycle,1,2026-03-16T09:18:30.447756
155,51.377824,-0.095218,transit,68,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:18:34.603963
156,51.377824,-0.092329,cycle,86,ok,cycle,1,2026-03-16T09:18:42.087122
156,51.377824,-0.092329,transit,65,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:18:46.196181
157,51.377824,-0.08944,cycle,83,ok,cycle,1,2026-03-16T09:18:52.167368
157,51.377824,-0.08944,transit,69,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:18:56.921453
158,51.377824,-0.08655,cycle,83,ok,cycle,1,2026-03-16T09:19:03.537666
158,51.377824,-0.08655,transit,72,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:19:07.820653
159,51.377824,-0.083661,cycle,83,ok,cycle,1,2026-03-16T09:19:13.960908
159,51.377824,-0.083661,transit,71,ok,walking -> bus -> walking -> tube -> tube -> national-rail -> bus -> walking,3,2026-03-16T09:19:19.210742
160,51.377824,-0.080772,cycle,83,ok,cycle,1,2026-03-16T09:19:24.918308
160,51.377824,-0.080772,transit,73,ok,walking -> bus -> walking -> bus -> national-rail -> bus -> walking,3,2026-03-16T09:19:29.413878
161,51.377824,-0.077883,cycle,84,ok,cycle,1,2026-03-16T09:19:35.154938
161,51.377824,-0.077883,transit,71,ok,walking -> bus -> walking -> bus -> national-rail -> bus -> walking,3,2026-03-16T09:19:40.381028
162,51.377824,-0.074993,cycle,85,ok,cycle,1,2026-03-16T09:19:46.003850
162,51.377824,-0.074993,transit,73,ok,walking -> bus -> walking -> tube -> tube -> national-rail -> bus -> walking,3,2026-03-16T09:19:50.142194
163,51.377824,-0.072104,cycle,82,ok,cycle,1,2026-03-16T09:19:56.036385
163,51.377824,-0.072104,transit,75,ok,walking -> bus -> walking -> tube -> tube -> national-rail -> bus -> walking,3,2026-03-16T09:20:00.314320
164,51.377824,-0.069215,cycle,82,ok,cycle,1,2026-03-16T09:20:08.379106
164,51.377824,-0.069215,transit,72,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:20:13.544420
165,51.377824,-0.066325,cycle,82,ok,cycle,1,2026-03-16T09:20:19.940530
165,51.377824,-0.066325,transit,72,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:20:23.969437
166,51.377824,-0.063436,cycle,81,ok,cycle,1,2026-03-16T09:20:29.658208
166,51.377824,-0.063436,transit,73,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:20:33.301931
167,51.377824,-0.060547,cycle,82,ok,cycle,1,2026-03-16T09:20:39.031491
167,51.377824,-0.060547,transit,71,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:20:40.599732
168,51.377824,-0.057658,cycle,82,ok,cycle,1,2026-03-16T09:20:46.842369
168,51.377824,-0.057658,transit,72,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:20:49.872596
169,51.377824,-0.054768,cycle,83,ok,cycle,1,2026-03-16T09:20:57.683955
169,51.377824,-0.054768,transit,75,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:21:02.879222
170,51.377824,-0.051879,cycle,84,ok,cycle,1,2026-03-16T09:21:06.383260
170,51.377824,-0.051879,transit,81,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:21:09.735683
171,51.377824,-0.04899,cycle,84,ok,cycle,1,2026-03-16T09:21:15.732003
171,51.377824,-0.04899,transit,76,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:21:18.884597
172,51.379621,-0.216567,cycle,92,ok,cycle,1,2026-03-16T09:21:25.913422
172,51.379621,-0.216567,transit,75,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:21:29.158768
173,51.379621,-0.213678,cycle,90,ok,cycle,1,2026-03-16T09:21:35.234717
173,51.379621,-0.213678,transit,79,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:21:39.665544
174,51.379621,-0.210789,cycle,92,ok,cycle,1,2026-03-16T09:21:46.649264
174,51.379621,-0.210789,transit,81,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:21:50.287603
175,51.379621,-0.207899,cycle,90,ok,cycle,1,2026-03-16T09:21:56.249408
175,51.379621,-0.207899,transit,80,ok,walking -> bus -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:21:59.928824
176,51.379621,-0.20501,cycle,89,ok,cycle,1,2026-03-16T09:22:06.764165
176,51.379621,-0.20501,transit,78,ok,walking -> bus -> tube -> walking -> bus -> walking,3,2026-03-16T09:22:10.896258
177,51.379621,-0.202121,cycle,88,ok,cycle,1,2026-03-16T09:22:18.274375
177,51.379621,-0.202121,transit,74,ok,walking -> bus -> tube -> walking -> bus -> walking,3,2026-03-16T09:22:22.833755
178,51.379621,-0.199232,cycle,88,ok,cycle,1,2026-03-16T09:22:29.029282
178,51.379621,-0.199232,transit,76,ok,walking -> bus -> tube -> walking -> bus -> walking,3,2026-03-16T09:22:34.138518
179,51.379621,-0.196342,cycle,89,ok,cycle,1,2026-03-16T09:22:40.612777
179,51.379621,-0.196342,transit,82,ok,walking -> bus -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:22:44.152051
180,51.379621,-0.193453,cycle,87,ok,cycle,1,2026-03-16T09:22:49.530774
180,51.379621,-0.193453,transit,77,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:22:53.856735
181,51.379621,-0.190564,cycle,86,ok,cycle,1,2026-03-16T09:23:00.358987
181,51.379621,-0.190564,transit,77,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:23:04.531129
182,51.379621,-0.187675,cycle,86,ok,cycle,1,2026-03-16T09:23:09.908753
182,51.379621,-0.187675,transit,78,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:23:13.913243
183,51.379621,-0.184785,cycle,86,ok,cycle,1,2026-03-16T09:23:19.623940
183,51.379621,-0.184785,transit,75,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:23:23.719036
184,51.379621,-0.181896,cycle,86,ok,cycle,1,2026-03-16T09:23:29.665707
184,51.379621,-0.181896,transit,74,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:23:34.358001
185,51.379621,-0.179007,cycle,86,ok,cycle,1,2026-03-16T09:23:40.423298
185,51.379621,-0.179007,transit,77,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:23:45.741206
186,51.379621,-0.176117,cycle,86,ok,cycle,1,2026-03-16T09:23:51.375951
186,51.379621,-0.176117,transit,78,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:23:55.696198
187,51.379621,-0.173228,cycle,85,ok,cycle,1,2026-03-16T09:24:02.535113
187,51.379621,-0.173228,transit,78,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:24:05.737691
188,51.379621,-0.170339,cycle,86,ok,cycle,1,2026-03-16T09:24:11.600761
188,51.379621,-0.170339,transit,80,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:24:17.142464
189,51.379621,-0.16745,cycle,86,ok,cycle,1,2026-03-16T09:24:22.541630
189,51.379621,-0.16745,transit,80,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:24:26.084222
190,51.379621,-0.16456,cycle,85,ok,cycle,1,2026-03-16T09:24:31.415932
190,51.379621,-0.16456,transit,79,ok,walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T09:24:36.534358
191,51.379621,-0.161671,cycle,86,ok,cycle,1,2026-03-16T09:24:42.463450
191,51.379621,-0.161671,transit,78,ok,walking -> bus -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:24:46.681343
192,51.379621,-0.158782,cycle,85,ok,cycle,1,2026-03-16T09:24:52.082528
192,51.379621,-0.158782,transit,74,ok,walking -> national-rail -> walking,3,2026-03-16T09:24:57.200276
193,51.379621,-0.155893,cycle,85,ok,cycle,1,2026-03-16T09:25:03.460276
193,51.379621,-0.155893,transit,71,ok,walking -> national-rail -> walking,3,2026-03-16T09:25:08.405890
194,51.379621,-0.153003,cycle,87,ok,cycle,1,2026-03-16T09:25:14.727033
194,51.379621,-0.153003,transit,73,ok,walking -> national-rail -> walking,3,2026-03-16T09:25:19.943664
195,51.379621,-0.150114,cycle,89,ok,cycle,1,2026-03-16T09:25:25.815150
195,51.379621,-0.150114,transit,75,ok,walking -> national-rail -> walking,3,2026-03-16T09:25:30.421713
196,51.379621,-0.147225,cycle,89,ok,cycle,1,2026-03-16T09:25:36.028670
196,51.379621,-0.147225,transit,76,ok,walking -> bus -> national-rail -> walking,3,2026-03-16T09:25:40.799264
197,51.379621,-0.144336,cycle,91,ok,cycle,1,2026-03-16T09:25:47.722914
197,51.379621,-0.144336,transit,80,ok,walking -> national-rail -> walking,3,2026-03-16T09:25:52.415828
198,51.379621,-0.141446,cycle,93,ok,cycle,1,2026-03-16T09:25:59.229536
198,51.379621,-0.141446,transit,84,ok,walking -> national-rail -> walking,3,2026-03-16T09:26:04.463497
199,51.379621,-0.138557,cycle,87,ok,cycle,1,2026-03-16T09:26:10.913029
199,51.379621,-0.138557,transit,83,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:26:15.226020
200,51.379621,-0.135668,cycle,87,ok,cycle,1,2026-03-16T09:26:21.559429
200,51.379621,-0.135668,transit,86,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:26:27.321479
201,51.379621,-0.132779,cycle,87,ok,cycle,1,2026-03-16T09:26:32.583079
201,51.379621,-0.132779,transit,87,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:26:38.042773
202,51.379621,-0.129889,cycle,88,ok,cycle,1,2026-03-16T09:26:44.787581
202,51.379621,-0.129889,transit,91,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:26:49.724273
203,51.379621,-0.127,cycle,91,ok,cycle,1,2026-03-16T09:26:56.451375
203,51.379621,-0.127,transit,83,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:27:01.277848
204,51.379621,-0.124111,cycle,90,ok,cycle,1,2026-03-16T09:27:06.855664
204,51.379621,-0.124111,transit,83,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:27:11.208705
205,51.379621,-0.121221,cycle,89,ok,cycle,1,2026-03-16T09:27:17.361080
205,51.379621,-0.121221,transit,79,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:27:24.590611
206,51.379621,-0.118332,cycle,83,ok,cycle,1,2026-03-16T09:27:30.184820
206,51.379621,-0.118332,transit,81,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T09:27:33.883376
207,51.379621,-0.115443,cycle,82,ok,cycle,1,2026-03-16T09:27:39.569592
207,51.379621,-0.115443,transit,83,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:27:44.380729
208,51.379621,-0.112554,cycle,81,ok,cycle,1,2026-03-16T09:27:50.167838
208,51.379621,-0.112554,transit,79,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:27:55.167068
209,51.379621,-0.109664,cycle,82,ok,cycle,1,2026-03-16T09:28:00.693449
209,51.379621,-0.109664,transit,76,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:28:05.395916
210,51.379621,-0.106775,cycle,81,ok,cycle,1,2026-03-16T09:28:10.926620
210,51.379621,-0.106775,transit,72,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:28:16.549155
211,51.379621,-0.103886,cycle,81,ok,cycle,1,2026-03-16T09:28:22.229376
211,51.379621,-0.103886,transit,70,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:28:27.038942
212,51.379621,-0.100997,cycle,81,ok,cycle,1,2026-03-16T09:28:33.905894
212,51.379621,-0.100997,transit,69,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:28:37.647981
213,51.379621,-0.098107,cycle,81,ok,cycle,1,2026-03-16T09:28:43.355313
213,51.379621,-0.098107,transit,72,ok,walking -> bus -> walking -> bus -> national-rail -> national-rail -> walking,3,2026-03-16T09:28:47.999082
214,51.379621,-0.095218,cycle,80,ok,cycle,1,2026-03-16T09:28:54.048112
214,51.379621,-0.095218,transit,72,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:28:58.644610
215,51.379621,-0.092329,cycle,81,ok,cycle,1,2026-03-16T09:29:04.288649
215,51.379621,-0.092329,transit,74,ok,walking -> bus -> walking -> bus -> national-rail -> walking,3,2026-03-16T09:29:08.559237
216,51.379621,-0.08944,cycle,81,ok,cycle,1,2026-03-16T09:29:16.084397
216,51.379621,-0.08944,transit,68,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T09:29:18.905271
217,51.379621,-0.08655,cycle,82,ok,cycle,1,2026-03-16T09:29:25.108276
217,51.379621,-0.08655,transit,74,ok,walking -> bus -> walking -> bus -> national-rail -> walking -> bus -> walking,3,2026-03-16T09:29:30.217757
218,51.379621,-0.083661,cycle,82,ok,cycle,1,2026-03-16T09:29:35.739847
218,51.379621,-0.083661,transit,71,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T09:29:40.516762
219,51.379621,-0.080772,cycle,83,ok,cycle,1,2026-03-16T09:29:47.685057
219,51.379621,-0.080772,transit,76,ok,walking -> bus -> walking -> tube -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T09:29:52.891546
220,51.379621,-0.077883,cycle,84,ok,cycle,1,2026-03-16T09:29:58.357961
220,51.379621,-0.077883,transit,73,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T09:30:02.682346
221,51.379621,-0.074993,cycle,82,ok,cycle,1,2026-03-16T09:30:09.901116
221,51.379621,-0.074993,transit,73,ok,walking -> bus -> walking -> bus -> national-rail -> bus -> walking,3,2026-03-16T09:30:15.315774
222,51.379621,-0.072104,cycle,82,ok,cycle,1,2026-03-16T09:30:21.673188
222,51.379621,-0.072104,transit,72,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:30:27.519767
223,51.379621,-0.069215,cycle,81,ok,cycle,1,2026-03-16T09:30:29.064669
223,51.379621,-0.069215,transit,75,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:30:31.945279
224,51.379621,-0.066325,cycle,81,ok,cycle,1,2026-03-16T09:30:38.381450
224,51.379621,-0.066325,transit,76,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:30:41.549224
225,51.379621,-0.063436,cycle,81,ok,cycle,1,2026-03-16T09:30:49.066683
225,51.379621,-0.063436,transit,75,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:30:53.561922
226,51.379621,-0.060547,cycle,81,ok,cycle,1,2026-03-16T09:30:59.519940
226,51.379621,-0.060547,transit,75,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:31:04.165988
227,51.379621,-0.057658,cycle,85,ok,cycle,1,2026-03-16T09:31:09.284655
227,51.379621,-0.057658,transit,76,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:31:13.801710
228,51.379621,-0.054768,cycle,84,ok,cycle,1,2026-03-16T09:31:19.638352
228,51.379621,-0.054768,transit,78,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:31:24.414652
229,51.379621,-0.051879,cycle,84,ok,cycle,1,2026-03-16T09:31:30.109965
229,51.379621,-0.051879,transit,80,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:31:34.797700
230,51.379621,-0.04899,cycle,85,ok,cycle,1,2026-03-16T09:31:40.988116
230,51.379621,-0.04899,transit,81,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:31:46.480889
231,51.379621,-0.046101,cycle,83,ok,cycle,1,2026-03-16T09:31:52.632103
231,51.379621,-0.046101,transit,90,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:31:57.059939
232,51.379621,-0.043211,cycle,82,ok,cycle,1,2026-03-16T09:32:03.658787
232,51.379621,-0.043211,transit,83,ok,walking -> bus -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:32:08.465297
233,51.379621,-0.040322,cycle,82,ok,cycle,1,2026-03-16T09:32:14.989828
233,51.379621,-0.040322,transit,85,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:32:19.454298
234,51.379621,-0.037433,cycle,84,ok,cycle,1,2026-03-16T09:32:26.641150
234,51.379621,-0.037433,transit,80,ok,walking -> national-rail -> national-rail -> bus -> walking,3,2026-03-16T09:32:31.344628
235,51.381417,-0.225235,cycle,93,ok,cycle,1,2026-03-16T09:32:37.923513
235,51.381417,-0.225235,transit,84,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:32:42.458403
236,51.381417,-0.222346,cycle,93,ok,cycle,1,2026-03-16T09:32:48.906594
236,51.381417,-0.222346,transit,83,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:32:53.366559
237,51.381417,-0.219456,cycle,92,ok,cycle,1,2026-03-16T09:32:59.486813
237,51.381417,-0.219456,transit,78,ok,walking -> bus -> tube -> walking -> bus -> walking,3,2026-03-16T09:33:06.813157
238,51.381417,-0.216567,cycle,91,ok,cycle,1,2026-03-16T09:33:13.440658
238,51.381417,-0.216567,transit,75,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:33:18.809571
239,51.381417,-0.213678,cycle,91,ok,cycle,1,2026-03-16T09:33:25.033932
239,51.381417,-0.213678,transit,82,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:33:29.481715
240,51.381417,-0.210789,cycle,90,ok,cycle,1,2026-03-16T09:33:34.826418
240,51.381417,-0.210789,transit,83,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:33:39.449572
241,51.381417,-0.207899,cycle,90,ok,cycle,1,2026-03-16T09:33:45.518360
241,51.381417,-0.207899,transit,81,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:33:49.856242
242,51.381417,-0.20501,cycle,89,ok,cycle,1,2026-03-16T09:33:56.580339
242,51.381417,-0.20501,transit,77,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:34:00.785349
243,51.381417,-0.202121,cycle,89,ok,cycle,1,2026-03-16T09:34:07.313644
243,51.381417,-0.202121,transit,78,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:34:11.722399
244,51.381417,-0.199232,cycle,87,ok,cycle,1,2026-03-16T09:34:18.164939
244,51.381417,-0.199232,transit,81,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:34:23.451242
245,51.381417,-0.196342,cycle,86,ok,cycle,1,2026-03-16T09:34:33.045242
245,51.381417,-0.196342,transit,79,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:34:37.856063
246,51.381417,-0.193453,cycle,88,ok,cycle,1,2026-03-16T09:34:45.889807
246,51.381417,-0.193453,transit,78,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:34:50.316591
247,51.381417,-0.190564,cycle,86,ok,cycle,1,2026-03-16T09:34:55.601785
247,51.381417,-0.190564,transit,76,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T09:34:59.769538
248,51.381417,-0.187675,cycle,85,ok,cycle,1,2026-03-16T09:35:05.909550
248,51.381417,-0.187675,transit,75,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:35:10.434138
249,51.381417,-0.184785,cycle,85,ok,cycle,1,2026-03-16T09:35:16.327759
249,51.381417,-0.184785,transit,75,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:35:20.450641
250,51.381417,-0.181896,cycle,85,ok,cycle,1,2026-03-16T09:35:25.884525
250,51.381417,-0.181896,transit,74,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:35:30.271481
251,51.381417,-0.179007,cycle,85,ok,cycle,1,2026-03-16T09:35:35.789579
251,51.381417,-0.179007,transit,77,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:35:40.226883
252,51.381417,-0.176117,cycle,85,ok,cycle,1,2026-03-16T09:35:46.350583
252,51.381417,-0.176117,transit,79,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:35:50.974680
253,51.381417,-0.173228,cycle,84,ok,cycle,1,2026-03-16T09:35:57.564348
253,51.381417,-0.173228,transit,77,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:36:02.479405
254,51.381417,-0.170339,cycle,86,ok,cycle,1,2026-03-16T09:36:08.793721
254,51.381417,-0.170339,transit,80,ok,walking -> bus -> tube -> tube -> bus -> walking,3,2026-03-16T09:36:13.327686
255,51.381417,-0.16745,cycle,85,ok,cycle,1,2026-03-16T09:36:18.943353
255,51.381417,-0.16745,transit,80,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:36:23.426863
256,51.381417,-0.16456,cycle,85,ok,cycle,1,2026-03-16T09:36:29.168320
256,51.381417,-0.16456,transit,82,ok,walking -> bus -> walking -> tube -> tube -> tube -> bus -> walking,3,2026-03-16T09:36:35.345006
257,51.381417,-0.161671,cycle,86,ok,cycle,1,2026-03-16T09:36:40.261086
257,51.381417,-0.161671,transit,83,ok,walking -> national-rail -> walking,3,2026-03-16T09:36:45.679393
258,51.381417,-0.158782,cycle,85,ok,cycle,1,2026-03-16T09:36:51.337089
